street_name,home,corps,district_name,district_short,district_latin
пер. Димитрова,1,,Центральный,Цен,Cen
ул. Доватора,1,,Центральный,Цен,Cen
ул. Дорошевича,1,,Советский,Сов,Sov
ул. Достоевского,1,,Советский,Сов,Sov
ул. Дружба (Дружбы),1,,Московский,Мос,Mos
ул. Ежи Гедройца,1,,Московский,Мос,Mos
просп. Жукова,1,,Московский,Мос,Mos
ул. Жуковского,1,,Октябрьский,Окт,Okt
ул. Заслонова,1,,Первомайский,Пер,Per
ул. Захарова,1,,Партизанский,Пар,Par
ул. Зелёная,1,,Первомайский,Пер,Per
ул. Земледельческая,1,,Центральный,Цен,Cen
просп. имени газеты «Звязда»,1,,Московский,Мос,Mos
ул. Илимская,1,,Заводской,Зав,Zav
ул. Кабушкина,1,,Заводской,Зав,Zav
ул. Марата Казея,1,,Октябрьский,Окт,Okt
ул. Кальварийская,1,,Фрунзенский,Фру,Fru
ул. Каменногорская,1,,Фрунзенский,Фру,Fru
ул. Карбышева,1,,Первомайский,Пер,Per
ул. Каролинская,1,,Московский,Мос,Mos
проезд Каролинский,1,,Московский,Мос,Mos
ул. Кирилла и Мефодия,1,,Центральный,Цен,Cen
ул. Кирова,1,,Ленинский,Лен,Len
ул. Кирова,1,,Октябрьский,Окт,Okt
ул. Киселева,1,,Ксялва,Кся,Xya
ул. Кнорина,1,,Первомайский,Пер,Per
ул. Колесникова,1,,Фрунзенский,Фру,Fru
ул. Коллекторная,1,,Московский,Мос,Mos
ул. Короля,1,,Московский,Мос,Mos
ул. Короткевича,1,,Октябрьский,Окт,Okt
ул. Космонавтов,1,,Московский,Мос,Mos
ул. Кольцова,1,,Советский,Сов,Sov
ул. Красноармейская,1,,Ленинский,Лен,Len
ул. Куйбышева,1,,Советский,Сов,Sov
ул. Куйбышева,1,,Центральный,Цен,Cen
ул. Кулешова,1,,Заводской,Зав,Zav
ул. Кунцевщина,4,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,6,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,7,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,8,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,9,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,10,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,11,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,12,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,13,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,15,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,17,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,18,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,19,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,20,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,20,А,Фрунзенский,Фру,Fru
ул. Кунцевщина,21,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,22,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,23,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,24,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,25,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,26,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,27,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,28,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,29,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,30,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,31,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,32,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,33,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,35,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,36,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,37,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,38,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,40,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,42,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,44,"",Фрунзенский,Фру,Fru
ул. Кунцевщина,48,"",Фрунзенский,Фру,Fru
ул. Левкова,1,,Октябрьский,Окт,Okt
ул. Лидская,1,,Фрунзенский,Фру,Fru
ул. Михася Лынькова,1,,Фрунзенский,Фру,Fru
просп. Любимова,1,,Московский,Мос,Mos
ул. Розы Люксембург,1,,Московский,Мос,Mos
пер. Розы Люксембург 2-й,1,,Московский,Мос,Mos
ул. Малинина,1,,Ленинский,Лен,Len
ул. Матросова,1,,Московский,Мос,Mos
ул. Матусевича,1,,Фрунзенский,Фру,Fru
ул. Макаёнка,1,,Первомайский,Пер,Per
ул. Менделеева,1,,Партизанский,Пар,Par
ул. Мержинского,1,,Первомайский,Пер,Per
ул. Мазурова,1,,Фрунзенский,Фру,Fru
ул. Михайлова,1,,Советский,Сов,Sov
ул. Михалово,1,,Московский,Мос,Mos
пер. Михалово 1-й,1,,Московский,Мос,Mos
пер. Михалово 2-й,1,,Московский,Мос,Mos
пер. Михалово 3-й,1,,Московский,Мос,Mos
пер. Михалово 4-й,1,,Московский,Мос,Mos
пер. Москвина,1,,Центральный,Цен,Cen
ул. Мясникова,1,,Московский,Мос,Mos
ул. Мясникова,1,,район,рай,raj
ул. Налибокская,1,,Фрунзенский,Фру,Fru
ул. Немига,1,,Центральный,Цен,Cen
ул. Нестерова,1,,Заводской,Зав,Zav
ул. Нёманская,1,,Фрунзенский,Фру,Fru
ул. Нововиленская,1,,Центральный,Цен,Cen
ул. Одоевского,1,,Фрунзенский,Фру,Fru
пер. Одоевского,1,,Фрунзенский,Фру,Fru
ул. Ольшевского,1,,Фрунзенский,Фру,Fru
пер. Ольшевского,1,,Фрунзенский,Фру,Fru
ул. Ольшевского,1,,Фрунзенский,Фру,Fru
ул. Кальварийская,1,,Фрунзенский,Фру,Fru
ул. Осипенко,2,"",Центральный,Цен,Cen
ул. Раковская,1,,Центральный,Цен,Cen
ул. Основателей,1,,Первомайский,Пер,Per
ул. Панфилова,1,,Центральный,Цен,Cen
пл. Парижской коммуны,1,,Центральный,Цен,Cen
просп. Партизанский,1,,Ленинский,Лен,Len
просп. Партизанский,1,,Заводской,Зав,Zav
ул. Первомайская,1,,Ленинский,Лен,Len
ул. Передовая,1,,Партизанский,Пар,Par
ул. 50 лет Победы,1,,Первомайский,Пер,Per
ул. Пономарева,1,,Первомайский,Пер,Per
ул. Лукьяновича,1,,Первомайский,Пер,Per
ул. Притыцкого,1,,Фрунзенский,Фру,Fru
ул. Пугачёвская,1,,Советский,Сов,Sov
ул. Пулихова,1,,Партизанский,Пар,Par
просп. Пушкина,1,,Фрунзенский,Фру,Fru
ул. Путилова,1,,Первомайский,Пер,Per
ул. Рафиева,1,,Московский,Мос,Mos
ул. Свердлова,1,,Московский,Мос,Mos
ул. Свердлова,1,,Ленинский,Лен,Len
пл. Свободы площадь,1,,Центральный,Цен,Cen
ул. Севастопольская,1,,Первомайский,Пер,Per
ул. Семёнова,1,,Ленинский,Лен,Len
пер. Силикатный 1-й,1,,Фрунзенский,Фру,Fru
пер. Силикатный 2-й,1,,Фрунзенский,Фру,Fru
ул. Скорины,1,,Первомайский,Пер,Per
ул. Слободская,1,,Московский,Мос,Mos
проезд Слободской,1,,Московский,Мос,Mos
ул. Советская,1,,Московский,Мос,Mos
пер. Стахановский,1,,Партизанский,Пар,Par
ул. Судмалиса,1,,Ленинский,Лен,Len
ул. Сурганова,1,К1,Советский,Сов,Sov
ул. Сурганова,1,К2,Советский,Сов,Sov
ул. Сурганова,2,"",Советский,Сов,Sov
ул. Сурганова,2,А,Советский,Сов,Sov
ул. Сурганова,2,Б,Советский,Сов,Sov
ул. Сурганова,2,В,Советский,Сов,Sov
ул. Сурганова,3,"",Советский,Сов,Sov
ул. Сурганова,5,"",Советский,Сов,Sov
ул. Сурганова,6,"",Советский,Сов,Sov
ул. Сурганова,7,"",Советский,Сов,Sov
ул. Сурганова,8,"",Советский,Сов,Sov
ул. Сурганова,9,"",Советский,Сов,Sov
ул. Сурганова,11,"",Советский,Сов,Sov
ул. Сурганова,11,К2,Советский,Сов,Sov
ул. Сурганова,13,"",Советский,Сов,Sov
ул. Сурганова,13,А,Советский,Сов,Sov
ул. Сурганова,14,"",Советский,Сов,Sov
ул. Сурганова,15,"",Советский,Сов,Sov
ул. Сурганова,16,"",Советский,Сов,Sov
ул. Сурганова,17,"",Советский,Сов,Sov
ул. Сурганова,18,"",Советский,Сов,Sov
ул. Сурганова,19,"",Советский,Сов,Sov
ул. Сурганова,20,"",Советский,Сов,Sov
ул. Сурганова,21,"",Советский,Сов,Sov
ул. Сурганова,22,"",Советский,Сов,Sov
ул. Сурганова,23,"",Советский,Сов,Sov
ул. Сурганова,24,"",Советский,Сов,Sov
ул. Сурганова,25,"",Советский,Сов,Sov
ул. Сурганова,26,"",Советский,Сов,Sov
ул. Сурганова,27,"",Советский,Сов,Sov
ул. Сурганова,28,"",Советский,Сов,Sov
ул. Сурганова,28,А,Советский,Сов,Sov
ул. Сурганова,28,В,Советский,Сов,Sov
ул. Сурганова,29,"",Советский,Сов,Sov
ул. Сурганова,30,"",Советский,Сов,Sov
ул. Сурганова,31,"",Советский,Сов,Sov
ул. Сурганова,36,"",Советский,Сов,Sov
ул. Сурганова,37,К1,Советский,Сов,Sov
ул. Сурганова,37,К2,Советский,Сов,Sov
ул. Сурганова,37,К3,Советский,Сов,Sov
ул. Сурганова,37,К4,Советский,Сов,Sov
ул. Сурганова,37,К5,Советский,Сов,Sov
ул. Сурганова,38,"",Советский,Сов,Sov
ул. Сурганова,39,"",Советский,Сов,Sov
ул. Сурганова,40,"",Советский,Сов,Sov
ул. Сурганова,41,"",Советский,Сов,Sov
ул. Сурганова,42,"",Советский,Сов,Sov
ул. Сурганова,43,"",Советский,Сов,Sov
ул. Сурганова,44,"",Советский,Сов,Sov
ул. Сурганова,45,Б,Советский,Сов,Sov
ул. Сурганова,45,К1,Советский,Сов,Sov
ул. Сурганова,45,К2,Советский,Сов,Sov
ул. Сурганова,45,К3,Советский,Сов,Sov
ул. Сурганова,45,К4,Советский,Сов,Sov
ул. Сурганова,46,"",Советский,Сов,Sov
ул. Сурганова,47,А,Советский,Сов,Sov
ул. Сурганова,47,Б,Советский,Сов,Sov
ул. Сурганова,47,К1. 47К2. 47К3,Советский,Сов,Sov
ул. Сурганова,47,К4,Советский,Сов,Sov
ул. Сурганова,47,К5,Советский,Сов,Sov
ул. Сурганова,48,"",Советский,Сов,Sov
ул. Сурганова,48,А,Советский,Сов,Sov
ул. Сурганова,49,"",Советский,Сов,Sov
ул. Сурганова,50,"",Советский,Сов,Sov
ул. Сурганова,51,"",Советский,Сов,Sov
ул. Сурганова,52,"",Советский,Сов,Sov
ул. Сурганова,53,"",Советский,Сов,Sov
ул. Сурганова,54,"",Советский,Сов,Sov
ул. Сурганова,55,"",Советский,Сов,Sov
ул. Сурганова,56,"",Советский,Сов,Sov
ул. Сурганова,57,"",Советский,Сов,Sov
ул. Сурганова,57,А,Советский,Сов,Sov
ул. Сурганова,57,Б,Советский,Сов,Sov
ул. Сурганова,58,"",Советский,Сов,Sov
ул. Сурганова,59,"",Советский,Сов,Sov
ул. Сурганова,60,К1,Советский,Сов,Sov
ул. Сурганова,61,"",Советский,Сов,Sov
ул. Сурганова,61,А,Советский,Сов,Sov
ул. Сурганова,62,"",Советский,Сов,Sov
ул. Сурганова,63,"",Советский,Сов,Sov
ул. Сурганова,64,"",Советский,Сов,Sov
ул. Сурганова,66,"",Советский,Сов,Sov
ул. Сурганова,68,"",Советский,Сов,Sov
ул. Сурганова,70,"",Советский,Сов,Sov
ул. Сурганова,72,"",Советский,Сов,Sov
ул. Сурганова,74,"",Советский,Сов,Sov
ул. Сурганова,76,"",Советский,Сов,Sov
ул. Сурганова,78,"",Советский,Сов,Sov
ул. Сурганова,78,А,Советский,Сов,Sov
ул. Сурганова,80,"",Советский,Сов,Sov
ул. Сурганова,82,"",Советский,Сов,Sov
ул. Сурганова,86,"",Советский,Сов,Sov
ул. Сурганова,88,"",Советский,Сов,Sov
ул. Сурганова,1,К1,Первомайский,Пер,Per
ул. Сурганова,1,К2,Первомайский,Пер,Per
ул. Сурганова,2,"",Первомайский,Пер,Per
ул. Сурганова,2,А,Первомайский,Пер,Per
ул. Сурганова,2,Б,Первомайский,Пер,Per
ул. Сурганова,2,В,Первомайский,Пер,Per
ул. Сурганова,3,"",Первомайский,Пер,Per
ул. Сурганова,5,"",Первомайский,Пер,Per
ул. Сурганова,6,"",Первомайский,Пер,Per
ул. Сурганова,7,"",Первомайский,Пер,Per
ул. Сурганова,8,"",Первомайский,Пер,Per
ул. Сурганова,9,"",Первомайский,Пер,Per
ул. Сурганова,11,"",Первомайский,Пер,Per
ул. Сурганова,11,К2,Первомайский,Пер,Per
ул. Сурганова,13,"",Первомайский,Пер,Per
ул. Сурганова,13,А,Первомайский,Пер,Per
ул. Сурганова,14,"",Первомайский,Пер,Per
ул. Сурганова,15,"",Первомайский,Пер,Per
ул. Сурганова,16,"",Первомайский,Пер,Per
ул. Сурганова,17,"",Первомайский,Пер,Per
ул. Сурганова,18,"",Первомайский,Пер,Per
ул. Сурганова,19,"",Первомайский,Пер,Per
ул. Сурганова,20,"",Первомайский,Пер,Per
ул. Сурганова,21,"",Первомайский,Пер,Per
ул. Сурганова,22,"",Первомайский,Пер,Per
ул. Сурганова,23,"",Первомайский,Пер,Per
ул. Сурганова,24,"",Первомайский,Пер,Per
ул. Сурганова,25,"",Первомайский,Пер,Per
ул. Сурганова,26,"",Первомайский,Пер,Per
ул. Сурганова,27,"",Первомайский,Пер,Per
ул. Сурганова,28,"",Первомайский,Пер,Per
ул. Сурганова,28,А,Первомайский,Пер,Per
ул. Сурганова,28,В,Первомайский,Пер,Per
ул. Сурганова,29,"",Первомайский,Пер,Per
ул. Сурганова,30,"",Первомайский,Пер,Per
ул. Сурганова,31,"",Первомайский,Пер,Per
ул. Сурганова,36,"",Первомайский,Пер,Per
ул. Сурганова,37,К1,Первомайский,Пер,Per
ул. Сурганова,37,К2,Первомайский,Пер,Per
ул. Сурганова,37,К3,Первомайский,Пер,Per
ул. Сурганова,37,К4,Первомайский,Пер,Per
ул. Сурганова,37,К5,Первомайский,Пер,Per
ул. Сурганова,38,"",Первомайский,Пер,Per
ул. Сурганова,39,"",Первомайский,Пер,Per
ул. Сурганова,40,"",Первомайский,Пер,Per
ул. Сурганова,41,"",Первомайский,Пер,Per
ул. Сурганова,42,"",Первомайский,Пер,Per
ул. Сурганова,43,"",Первомайский,Пер,Per
ул. Сурганова,44,"",Первомайский,Пер,Per
ул. Сурганова,45,Б,Первомайский,Пер,Per
ул. Сурганова,45,К1,Первомайский,Пер,Per
ул. Сурганова,45,К2,Первомайский,Пер,Per
ул. Сурганова,45,К3,Первомайский,Пер,Per
ул. Сурганова,45,К4,Первомайский,Пер,Per
ул. Сурганова,46,"",Первомайский,Пер,Per
ул. Сурганова,47,А,Первомайский,Пер,Per
ул. Сурганова,47,Б,Первомайский,Пер,Per
ул. Сурганова,47,К1. 47К2. 47К3,Первомайский,Пер,Per
ул. Сурганова,47,К4,Первомайский,Пер,Per
ул. Сурганова,47,К5,Первомайский,Пер,Per
ул. Сурганова,48,"",Первомайский,Пер,Per
ул. Сурганова,48,А,Первомайский,Пер,Per
ул. Сурганова,49,"",Первомайский,Пер,Per
ул. Сурганова,50,"",Первомайский,Пер,Per
ул. Сурганова,51,"",Первомайский,Пер,Per
ул. Сурганова,52,"",Первомайский,Пер,Per
ул. Сурганова,53,"",Первомайский,Пер,Per
ул. Сурганова,54,"",Первомайский,Пер,Per
ул. Сурганова,55,"",Первомайский,Пер,Per
ул. Сурганова,56,"",Первомайский,Пер,Per
ул. Сурганова,57,"",Первомайский,Пер,Per
ул. Сурганова,57,А,Первомайский,Пер,Per
ул. Сурганова,57,Б,Первомайский,Пер,Per
ул. Сурганова,58,"",Первомайский,Пер,Per
ул. Сурганова,59,"",Первомайский,Пер,Per
ул. Сурганова,60,К1,Первомайский,Пер,Per
ул. Сурганова,61,"",Первомайский,Пер,Per
ул. Сурганова,61,А,Первомайский,Пер,Per
ул. Сурганова,62,"",Первомайский,Пер,Per
ул. Сурганова,63,"",Первомайский,Пер,Per
ул. Сурганова,64,"",Первомайский,Пер,Per
ул. Сурганова,66,"",Первомайский,Пер,Per
ул. Сурганова,68,"",Первомайский,Пер,Per
ул. Сурганова,70,"",Первомайский,Пер,Per
ул. Сурганова,72,"",Первомайский,Пер,Per
ул. Сурганова,74,"",Первомайский,Пер,Per
ул. Сурганова,76,"",Первомайский,Пер,Per
ул. Сурганова,78,"",Первомайский,Пер,Per
ул. Сурганова,78,А,Первомайский,Пер,Per
ул. Сурганова,80,"",Первомайский,Пер,Per
ул. Сурганова,82,"",Первомайский,Пер,Per
ул. Сурганова,86,"",Первомайский,Пер,Per
ул. Сурганова,88,"",Первомайский,Пер,Per
ул. Тимирязева,1,,Центральный,Цен,Cen
ул. Фабрициуса,1,,Московский,Мос,Mos
пер. Фабрициуса,1,,Московский,Мос,Mos
ул. Фрунзе,1,,Партизанский,Пар,Par
ул. Фучика,1,,Заводской,Зав,Zav
ул. Цеткин,1,,Московский,Мос,Mos
ул. Чеботарёва,1,,Партизанский,Пар,Par
ул. Чернышевского,1,,Первомайский,Пер,Per
ул. Черняховского,1,,Первомайский,Пер,Per
ул. Чичерина,1,,Центральный,Цен,Cen
ул. Чкалова,1,,Октябрьский,Окт,Okt
пер. Чорного,1,,Первомайский,Пер,Per
ул. Чюрлёниса,1,,Московский,Мос,Mos
ул. Шатько,1,,Московский,Мос,Mos
ул. Щорса,1,,Московский,Мос,Mos
ул. Юбилейная,1,,Центральный,Цен,Cen
ул. Янковского,1,,Фрунзенский,Фру,Fru
ул. Корвата,1,,Партизанский,Пар,Par
ул. Пимена Панченко,1,,Фрунзенский,Фру,Fru
ул. Ермака,1,,Центральный,Цен,Cen
ул. Яна Чечота,1,,Московский,Мос,Mos
